Case ID,Country,Crime Type,Reason for Crime,Year,Reported Cases
4026,Brazil,Hacking,Challenge,2023,3734
4048,Nigeria,Hacking,Revenge,2008,3949
4051,South Africa,Hacking,Unemployment,2005,3469
4056,Brazil,Hacking,Unemployment,2007,3936
4102,United States,Hacking,Challenge,2007,2409
4135,Australia,Hacking,Unemployment,2019,3280
4159,South Africa,Hacking,Revenge,2016,2738
4194,Russia,Hacking,Challenge,2009,4561
4202,India,Hacking,Revenge,2002,3044
4205,India,Hacking,Revenge,2003,4799
4221,Russia,Hacking,Revenge,2011,3272
4233,Nigeria,Hacking,Revenge,2013,3732
4248,Russia,Hacking,Challenge,2021,3556
4287,Canada,Hacking,Challenge,2015,2324
4288,China,Hacking,Challenge,2009,3632
4319,Australia,Hacking,Unemployment,2010,3028
4339,Nigeria,Hacking,Unemployment,2012,3344
4361,Russia,Hacking,Revenge,2012,1143
4399,Australia,Hacking,Unemployment,2013,1225
4400,China,Hacking,Challenge,2022,387
4481,China,Hacking,Unemployment,2000,941
4525,China,Hacking,Revenge,2011,4388
4557,India,Hacking,Revenge,2006,2677
4623,Russia,Hacking,Unemployment,2012,4590
4639,Canada,Hacking,Unemployment,2006,4257
4641,Canada,Hacking,Challenge,2002,735
4687,United States,Hacking,Revenge,2013,1496
4709,Australia,Hacking,Revenge,2020,2732
25,Nigeria,Hacking,Financial Gain,2004,2743
41,Brazil,Hacking,Financial Gain,2019,1609
182,China,Hacking,Financial Gain,2018,3613
258,Australia,Hacking,Financial Gain,2017,4936
282,Russia,Hacking,Financial Gain,2023,2289
356,Australia,Hacking,Financial Gain,2010,4166
556,Germany,Hacking,Financial Gain,2019,4221
557,Russia,Hacking,Financial Gain,2001,1767
668,Russia,Hacking,Financial Gain,2022,3471
694,Nigeria,Hacking,Financial Gain,2019,4828
731,South Africa,Hacking,Financial Gain,2008,1913
740,United Kingdom,Hacking,Financial Gain,2018,2056
762,Russia,Hacking,Financial Gain,2001,4973
794,Australia,Hacking,Financial Gain,2010,4112
823,Russia,Hacking,Financial Gain,2009,4626
873,Canada,Hacking,Financial Gain,2010,1590
1032,Nigeria,Hacking,Financial Gain,2000,1488
1076,Nigeria,Hacking,Financial Gain,2023,1192
1167,Canada,Hacking,Financial Gain,2005,3626
1181,United States,Hacking,Financial Gain,2007,2952
1206,United States,Hacking,Financial Gain,2009,1595
1243,Nigeria,Hacking,Financial Gain,2018,4769
1318,United Kingdom,Hacking,Financial Gain,2018,3513
1340,Russia,Hacking,Financial Gain,2001,1670
1348,Australia,Hacking,Financial Gain,2011,1232
1399,Australia,Hacking,Financial Gain,2006,3124
1412,United Kingdom,Hacking,Financial Gain,2017,751
1527,Australia,Hacking,Financial Gain,2005,4109
1646,Russia,Hacking,Financial Gain,2021,1908
1675,South Africa,Hacking,Financial Gain,2017,100
1749,Brazil,Hacking,Financial Gain,2021,4348
1854,Australia,Hacking,Financial Gain,2011,4572
1887,Germany,Hacking,Financial Gain,2006,1589
1888,Russia,Hacking,Financial Gain,2015,3473
1941,Nigeria,Hacking,Financial Gain,2010,4048
1949,Nigeria,Hacking,Financial Gain,2017,2131
1964,China,Hacking,Financial Gain,2010,3447
2214,China,Hacking,Financial Gain,2013,2293
2255,China,Hacking,Financial Gain,2000,3106
2473,China,Hacking,Financial Gain,2019,1194
2485,Russia,Hacking,Financial Gain,2017,1757
2490,Australia,Hacking,Financial Gain,2004,2902
2589,South Africa,Hacking,Financial Gain,2017,749
2916,Canada,Hacking,Financial Gain,2011,129
2937,Brazil,Hacking,Financial Gain,2005,1967
2942,Germany,Hacking,Financial Gain,2019,3308
3126,United Kingdom,Hacking,Financial Gain,2007,1127
3211,India,Hacking,Financial Gain,2006,1885
3309,China,Hacking,Financial Gain,2014,4967
3381,United Kingdom,Hacking,Financial Gain,2004,1182
3401,Germany,Hacking,Financial Gain,2012,74
3607,Canada,Hacking,Financial Gain,2014,3459
3786,Germany,Hacking,Financial Gain,2007,268
3803,Germany,Hacking,Financial Gain,2003,1029
3815,South Africa,Hacking,Financial Gain,2005,4077
3903,India,Hacking,Financial Gain,2003,344
3952,Russia,Hacking,Financial Gain,2008,3469
3959,India,Hacking,Financial Gain,2008,1151
4176,United States,Hacking,Financial Gain,2020,733
4274,United Kingdom,Hacking,Financial Gain,2022,2377
4334,Russia,Hacking,Financial Gain,2016,1651
4521,China,Hacking,Financial Gain,2021,3609
4595,United States,Hacking,Financial Gain,2020,1224
4617,United Kingdom,Hacking,Financial Gain,2010,1661
99,Russia,Hacking,Political Motive,2014,795
290,Australia,Hacking,Political Motive,2021,822
299,Brazil,Hacking,Political Motive,2005,4254
351,Nigeria,Hacking,Political Motive,2004,2614
360,Canada,Hacking,Political Motive,2006,1260
380,China,Hacking,Political Motive,2002,1462
469,Brazil,Hacking,Political Motive,2000,3320
589,China,Hacking,Political Motive,2012,2746
957,Germany,Hacking,Political Motive,2005,841
1082,United Kingdom,Hacking,Political Motive,2021,695
1117,Germany,Hacking,Political Motive,2015,4645
1217,Nigeria,Hacking,Political Motive,2009,1260
1271,Canada,Hacking,Political Motive,2006,4817
1294,Brazil,Hacking,Political Motive,2004,2609
1352,China,Hacking,Political Motive,2002,672
1363,Brazil,Hacking,Political Motive,2018,16
1418,Germany,Hacking,Political Motive,2015,1912
1432,China,Hacking,Political Motive,2017,2620
1492,Nigeria,Hacking,Political Motive,2020,3991
1506,Canada,Hacking,Political Motive,2008,4431
1771,Russia,Hacking,Political Motive,2007,1655
1933,India,Hacking,Political Motive,2013,2562
2039,Nigeria,Hacking,Political Motive,2001,4253
2071,Australia,Hacking,Political Motive,2002,4850
2125,India,Hacking,Political Motive,2017,1759
2171,Brazil,Hacking,Political Motive,2015,2475
2174,India,Hacking,Political Motive,2015,2932
2202,Russia,Hacking,Political Motive,2005,897
2264,Canada,Hacking,Political Motive,2006,485
2280,Brazil,Hacking,Political Motive,2021,3939
2340,Nigeria,Hacking,Political Motive,2000,2181
2444,Australia,Hacking,Political Motive,2004,441
2457,Brazil,Hacking,Political Motive,2016,4899
2597,United Kingdom,Hacking,Political Motive,2003,1488
2639,United Kingdom,Hacking,Political Motive,2021,2219
2679,United States,Hacking,Political Motive,2021,4748
2784,Canada,Hacking,Political Motive,2013,2733
2967,United Kingdom,Hacking,Political Motive,2016,2379
3041,United Kingdom,Hacking,Political Motive,2022,1497
3159,Nigeria,Hacking,Political Motive,2012,3569
3200,Australia,Hacking,Political Motive,2020,4116
3218,Brazil,Hacking,Political Motive,2005,4930
3241,Nigeria,Hacking,Political Motive,2023,1243
3249,Germany,Hacking,Political Motive,2012,4856
3321,United States,Hacking,Political Motive,2005,1831
3349,Nigeria,Hacking,Political Motive,2005,361
3600,China,Hacking,Political Motive,2013,3288
3719,United Kingdom,Hacking,Political Motive,2021,4387
3842,Germany,Hacking,Political Motive,2001,623
3867,China,Hacking,Political Motive,2015,697
4038,China,Hacking,Political Motive,2003,800
4042,South Africa,Hacking,Political Motive,2017,1228
4046,Nigeria,Hacking,Political Motive,2019,4124
4076,South Africa,Hacking,Political Motive,2017,3923
4098,United States,Hacking,Political Motive,2003,502
4188,United States,Hacking,Political Motive,2018,215
4209,United Kingdom,Hacking,Political Motive,2010,3878
4335,United Kingdom,Hacking,Political Motive,2022,3177
4403,South Africa,Hacking,Political Motive,2021,961
4418,United Kingdom,Hacking,Political Motive,2018,823
4441,Canada,Hacking,Political Motive,2006,2183
4473,Nigeria,Hacking,Political Motive,2008,492
4583,United Kingdom,Hacking,Political Motive,2006,539
4629,Brazil,Hacking,Political Motive,2009,2093
4640,Germany,Hacking,Political Motive,2018,2204
4720,Canada,Hacking,Political Motive,2015,1157
29,Brazil,Hacking,Peer Influence,2003,1880
39,Australia,Hacking,Peer Influence,2005,3016
68,United Kingdom,Hacking,Peer Influence,2016,324
89,India,Hacking,Peer Influence,2021,1843
157,China,Hacking,Peer Influence,2007,1315
227,China,Hacking,Peer Influence,2018,1036
271,Canada,Hacking,Peer Influence,2019,4133
293,Germany,Hacking,Peer Influence,2007,4978
419,United States,Hacking,Peer Influence,2006,478
575,South Africa,Hacking,Peer Influence,2014,191
598,Australia,Hacking,Peer Influence,2011,4751
774,Russia,Hacking,Peer Influence,2021,3963
959,Nigeria,Hacking,Peer Influence,2015,1282
970,Russia,Hacking,Peer Influence,2001,121
976,Russia,Hacking,Peer Influence,2023,685
1060,India,Hacking,Peer Influence,2014,463
1231,United States,Hacking,Peer Influence,2009,3886
1314,United Kingdom,Hacking,Peer Influence,2013,97
1342,Brazil,Hacking,Peer Influence,2017,3720
1490,Russia,Hacking,Peer Influence,2005,4226
1504,China,Hacking,Peer Influence,2009,4278
1658,Brazil,Hacking,Peer Influence,2014,2758
1751,Brazil,Hacking,Peer Influence,2001,3427
1803,Canada,Hacking,Peer Influence,2000,1545
1878,Brazil,Hacking,Peer Influence,2023,3804
1945,China,Hacking,Peer Influence,2001,874
1982,Russia,Hacking,Peer Influence,2021,2461
2144,United Kingdom,Hacking,Peer Influence,2006,4027
2315,Russia,Hacking,Peer Influence,2013,4734
2359,Australia,Hacking,Peer Influence,2014,2305
2466,United Kingdom,Hacking,Peer Influence,2008,3443
2470,India,Hacking,Peer Influence,2022,4149
2506,Canada,Hacking,Peer Influence,2000,759
2574,Russia,Hacking,Peer Influence,2016,188
2599,Brazil,Hacking,Peer Influence,2017,1061
2673,India,Hacking,Peer Influence,2014,2666
2765,United States,Hacking,Peer Influence,2001,955
2793,Nigeria,Hacking,Peer Influence,2004,4358
2898,Nigeria,Hacking,Peer Influence,2004,4475
3006,Brazil,Hacking,Peer Influence,2014,3515
3036,India,Hacking,Peer Influence,2002,4003
3177,Nigeria,Hacking,Peer Influence,2016,4516
3291,India,Hacking,Peer Influence,2008,328
3326,Brazil,Hacking,Peer Influence,2000,2812
3422,Russia,Hacking,Peer Influence,2017,1203
3432,Russia,Hacking,Peer Influence,2004,2745
3440,Brazil,Hacking,Peer Influence,2016,3915
3452,Australia,Hacking,Peer Influence,2006,1246
3498,India,Hacking,Peer Influence,2010,2863
3508,United States,Hacking,Peer Influence,2011,2772
3511,South Africa,Hacking,Peer Influence,2016,3449
3512,Nigeria,Hacking,Peer Influence,2007,4527
3792,India,Hacking,Peer Influence,2002,402
3940,Brazil,Hacking,Peer Influence,2009,1929
3974,Germany,Hacking,Peer Influence,2007,58
4031,Canada,Hacking,Peer Influence,2018,199
4088,China,Hacking,Peer Influence,2023,4225
4091,United Kingdom,Hacking,Peer Influence,2020,2027
4094,China,Hacking,Peer Influence,2012,1523
4165,Germany,Hacking,Peer Influence,2023,1610
4271,Brazil,Hacking,Peer Influence,2015,54
4378,South Africa,Hacking,Peer Influence,2014,2177
4390,Canada,Hacking,Peer Influence,2010,4093
4422,Germany,Hacking,Peer Influence,2005,803
4585,United Kingdom,Hacking,Peer Influence,2006,608
135,China,Hacking,Organized Crime,2001,1282
184,Australia,Hacking,Organized Crime,2006,2444
215,United Kingdom,Hacking,Organized Crime,2023,755
382,Russia,Hacking,Organized Crime,2002,4886
426,Brazil,Hacking,Organized Crime,2010,3978
578,Germany,Hacking,Organized Crime,2020,2394
591,Russia,Hacking,Organized Crime,2011,4761
612,Canada,Hacking,Organized Crime,2007,2861
673,Australia,Hacking,Organized Crime,2013,1780
786,Brazil,Hacking,Organized Crime,2000,2544
848,Australia,Hacking,Organized Crime,2015,62
895,India,Hacking,Organized Crime,2021,1161
952,Brazil,Hacking,Organized Crime,2010,3332
1034,Brazil,Hacking,Organized Crime,2022,4359
1045,Russia,Hacking,Organized Crime,2022,265
1059,Canada,Hacking,Organized Crime,2018,3986
1101,United Kingdom,Hacking,Organized Crime,2006,664
1204,Australia,Hacking,Organized Crime,2021,2168
1319,India,Hacking,Organized Crime,2006,1837
1325,Canada,Hacking,Organized Crime,2013,2483
1333,United States,Hacking,Organized Crime,2023,4664
1400,Canada,Hacking,Organized Crime,2000,696
1517,China,Hacking,Organized Crime,2002,1100
1680,United Kingdom,Hacking,Organized Crime,2020,978
1722,India,Hacking,Organized Crime,2019,4525
1782,South Africa,Hacking,Organized Crime,2019,1434
2139,United Kingdom,Hacking,Organized Crime,2018,2843
2261,China,Hacking,Organized Crime,2010,1917
2351,United Kingdom,Hacking,Organized Crime,2014,4076
2483,Nigeria,Hacking,Organized Crime,2020,3483
2548,India,Hacking,Organized Crime,2010,1397
2560,United States,Hacking,Organized Crime,2009,1318
2582,Russia,Hacking,Organized Crime,2019,293
2699,Russia,Hacking,Organized Crime,2017,3821
2763,Germany,Hacking,Organized Crime,2011,2691
2807,United Kingdom,Hacking,Organized Crime,2009,1738
2841,Germany,Hacking,Organized Crime,2011,1453
2862,Germany,Hacking,Organized Crime,2018,1985
2957,Germany,Hacking,Organized Crime,2008,3092
3035,India,Hacking,Organized Crime,2016,1578
3163,China,Hacking,Organized Crime,2004,1348
3192,Nigeria,Hacking,Organized Crime,2008,4746
3228,United Kingdom,Hacking,Organized Crime,2006,731
3275,Russia,Hacking,Organized Crime,2000,2568
3281,United Kingdom,Hacking,Organized Crime,2001,4191
3539,Australia,Hacking,Organized Crime,2000,3768
3559,Nigeria,Hacking,Organized Crime,2016,302
3599,United Kingdom,Hacking,Organized Crime,2003,3968
3625,China,Hacking,Organized Crime,2006,4679
3633,Australia,Hacking,Organized Crime,2021,2248
3639,China,Hacking,Organized Crime,2006,4666
3650,Germany,Hacking,Organized Crime,2015,3321
3672,Canada,Hacking,Organized Crime,2005,2657
3769,United States,Hacking,Organized Crime,2010,4820
3830,Russia,Hacking,Organized Crime,2011,2893
3907,Nigeria,Hacking,Organized Crime,2011,1617
4003,China,Hacking,Organized Crime,2006,1317
4116,United Kingdom,Hacking,Organized Crime,2007,3910
4132,Russia,Hacking,Organized Crime,2022,4689
4196,Russia,Hacking,Organized Crime,2000,1858
4340,Russia,Hacking,Organized Crime,2020,2606
4407,Nigeria,Hacking,Organized Crime,2005,1823
4414,Brazil,Hacking,Organized Crime,2023,1290
4423,Canada,Hacking,Organized Crime,2013,159
4526,Nigeria,Hacking,Organized Crime,2017,4894
4565,United Kingdom,Hacking,Organized Crime,2022,2199
4625,Canada,Hacking,Organized Crime,2001,708
4689,India,Hacking,Organized Crime,2022,4831
62,India,Hacking,Espionage,2018,1842
81,Germany,Hacking,Espionage,2003,3690
209,Germany,Hacking,Espionage,2014,2880
216,Germany,Hacking,Espionage,2021,1170
310,Russia,Hacking,Espionage,2008,1049
408,Australia,Hacking,Espionage,2007,1887
437,Russia,Hacking,Espionage,2009,2396
441,China,Hacking,Espionage,2011,2380
455,Brazil,Hacking,Espionage,2011,2473
501,Brazil,Hacking,Espionage,2014,4429
520,Russia,Hacking,Espionage,2015,207
723,South Africa,Hacking,Espionage,2006,975
773,United Kingdom,Hacking,Espionage,2000,732
821,Russia,Hacking,Espionage,2011,2847
917,India,Hacking,Espionage,2022,1407
921,India,Hacking,Espionage,2020,1015
955,Brazil,Hacking,Espionage,2014,580
984,Canada,Hacking,Espionage,2016,530
1024,South Africa,Hacking,Espionage,2005,3479
1025,India,Hacking,Espionage,2000,2871
1141,South Africa,Hacking,Espionage,2020,2709
1157,Australia,Hacking,Espionage,2012,1372
1162,Australia,Hacking,Espionage,2022,530
1196,United States,Hacking,Espionage,2020,1309
1316,Brazil,Hacking,Espionage,2015,230
1390,Brazil,Hacking,Espionage,2023,874
1443,Germany,Hacking,Espionage,2018,4117
1529,Nigeria,Hacking,Espionage,2003,1002
1550,Canada,Hacking,Espionage,2006,3640
1584,Brazil,Hacking,Espionage,2007,2467
1599,India,Hacking,Espionage,2010,2540
1656,United Kingdom,Hacking,Espionage,2013,4471
1718,Germany,Hacking,Espionage,2001,491
1843,Canada,Hacking,Espionage,2004,2070
1907,Australia,Hacking,Espionage,2012,69
1947,United States,Hacking,Espionage,2015,4308
1980,Nigeria,Hacking,Espionage,2013,3043
1994,United Kingdom,Hacking,Espionage,2005,3973
2018,Canada,Hacking,Espionage,2016,755
2038,China,Hacking,Espionage,2002,3082
2121,Germany,Hacking,Espionage,2016,436
2158,Germany,Hacking,Espionage,2009,4195
2172,United Kingdom,Hacking,Espionage,2022,237
2178,Germany,Hacking,Espionage,2015,980
2286,United Kingdom,Hacking,Espionage,2018,1512
2313,Nigeria,Hacking,Espionage,2013,1839
2327,Germany,Hacking,Espionage,2009,3407
2417,Russia,Hacking,Espionage,2000,46
2422,United Kingdom,Hacking,Espionage,2009,2541
2495,Canada,Hacking,Espionage,2000,4119
2565,Brazil,Hacking,Espionage,2008,2153
2672,Canada,Hacking,Espionage,2009,2038
2857,United Kingdom,Hacking,Espionage,2017,2093
2866,Australia,Hacking,Espionage,2008,3888
2879,Russia,Hacking,Espionage,2005,235
2949,United Kingdom,Hacking,Espionage,2006,4546
2975,Canada,Hacking,Espionage,2012,4987
2985,Nigeria,Hacking,Espionage,2004,2935
3338,Brazil,Hacking,Espionage,2002,1700
3361,Nigeria,Hacking,Espionage,2023,3629
3378,China,Hacking,Espionage,2003,2618
3387,Russia,Hacking,Espionage,2011,3208
3411,India,Hacking,Espionage,2010,1381
3415,United States,Hacking,Espionage,2017,2685
3497,Nigeria,Hacking,Espionage,2001,3562
3507,India,Hacking,Espionage,2007,1785
3594,India,Hacking,Espionage,2010,945
3647,United Kingdom,Hacking,Espionage,2009,4745
3734,China,Hacking,Espionage,2008,1216
3829,Australia,Hacking,Espionage,2015,4887
3971,Germany,Hacking,Espionage,2012,1268
3976,Nigeria,Hacking,Espionage,2008,4545
4117,Brazil,Hacking,Espionage,2008,2181
4244,Russia,Hacking,Espionage,2019,4639
4344,United Kingdom,Hacking,Espionage,2023,344
4405,United Kingdom,Hacking,Espionage,2020,426
4486,Brazil,Hacking,Espionage,2018,1
4610,Russia,Hacking,Espionage,2010,3209
4638,United States,Hacking,Espionage,2009,3935
4685,China,Hacking,Espionage,2010,3512
4716,Nigeria,Hacking,Espionage,2003,3080
6,Germany,Data Breach,Peer Influence,2020,65
10,India,Data Breach,Unemployment,2019,3397
14,Australia,Data Breach,Espionage,2013,4618
15,Germany,Data Breach,Political Motive,2022,2366
17,Germany,Data Breach,Unemployment,2021,3773
35,Canada,Data Breach,Revenge,2008,1346
56,India,Data Breach,Challenge,2022,1992
65,United Kingdom,Data Breach,Organized Crime,2005,2745
79,Australia,Data Breach,Espionage,2021,2701
85,Canada,Data Breach,Organized Crime,2005,3136
102,Russia,Data Breach,Challenge,2022,4473
112,South Africa,Data Breach,Revenge,2008,3068
117,United States,Data Breach,Financial Gain,2005,2467
118,China,Data Breach,Challenge,2015,112
120,United Kingdom,Data Breach,Peer Influence,2007,1135
121,Germany,Data Breach,Espionage,2012,3289
126,China,Data Breach,Challenge,2018,824
127,Australia,Data Breach,Financial Gain,2016,4493
130,India,Data Breach,Financial Gain,2004,4817
133,India,Data Breach,Revenge,2005,4348
147,Brazil,Data Breach,Financial Gain,2019,2923
151,China,Data Breach,Political Motive,2003,114
155,Germany,Data Breach,Unemployment,2019,1974
163,Canada,Data Breach,Organized Crime,2000,4064
173,Russia,Data Breach,Political Motive,2008,4742
177,Canada,Data Breach,Challenge,2002,1014
183,South Africa,Data Breach,Organized Crime,2018,1171
191,India,Data Breach,Financial Gain,2007,3845
200,India,Data Breach,Organized Crime,2009,1171
202,Brazil,Data Breach,Challenge,2009,2968
207,Nigeria,Data Breach,Political Motive,2019,3578
226,Australia,Data Breach,Financial Gain,2023,4138
230,Nigeria,Data Breach,Unemployment,2019,144
235,Nigeria,Data Breach,Peer Influence,2019,4236
236,India,Data Breach,Financial Gain,2005,482
238,South Africa,Data Breach,Political Motive,2001,2834
239,United States,Data Breach,Espionage,2016,3074
244,India,Data Breach,Organized Crime,2018,140
246,United Kingdom,Data Breach,Revenge,2009,1418
257,Australia,Data Breach,Revenge,2003,1554
260,Brazil,Data Breach,Espionage,2002,844
269,China,Data Breach,Espionage,2009,2419
278,Germany,Data Breach,Unemployment,2009,667
284,South Africa,Data Breach,Political Motive,2019,3041
285,United States,Data Breach,Peer Influence,2023,1662
287,Nigeria,Data Breach,Unemployment,2010,4687
291,United Kingdom,Data Breach,Political Motive,2006,4827
292,China,Data Breach,Political Motive,2021,1302
296,South Africa,Data Breach,Organized Crime,2017,2110
302,China,Data Breach,Financial Gain,2008,4775
311,Nigeria,Data Breach,Espionage,2022,3090
322,South Africa,Data Breach,Unemployment,2015,4441
325,United States,Data Breach,Financial Gain,2018,471
343,China,Data Breach,Unemployment,2004,4609
390,Brazil,Data Breach,Revenge,2000,1685
394,Nigeria,Data Breach,Unemployment,2001,1263
410,United States,Data Breach,Espionage,2006,3919
421,Germany,Data Breach,Political Motive,2012,2861
422,Brazil,Data Breach,Financial Gain,2023,1825
436,Canada,Data Breach,Political Motive,2010,1364
438,Australia,Data Breach,Financial Gain,2012,2797
440,Brazil,Data Breach,Espionage,2000,1896
448,China,Data Breach,Espionage,2007,4599
462,India,Data Breach,Unemployment,2001,2407
466,Nigeria,Data Breach,Revenge,2013,3708
468,Australia,Data Breach,Peer Influence,2014,750
476,India,Data Breach,Challenge,2020,22
483,Canada,Data Breach,Revenge,2023,917
487,Australia,Data Breach,Revenge,2009,3441
504,Australia,Data Breach,Challenge,2006,4496
509,Canada,Data Breach,Political Motive,2014,4893
512,Canada,Data Breach,Organized Crime,2022,2093
517,China,Data Breach,Revenge,2011,2489
519,Canada,Data Breach,Espionage,2003,597
543,Nigeria,Data Breach,Organized Crime,2000,216
580,Germany,Data Breach,Challenge,2002,719
582,United Kingdom,Data Breach,Financial Gain,2018,3310
584,Australia,Data Breach,Challenge,2018,3873
586,India,Data Breach,Political Motive,2022,3865
617,Canada,Data Breach,Challenge,2006,4016
621,Canada,Data Breach,Financial Gain,2007,3640
626,Russia,Data Breach,Financial Gain,2016,4071
658,Australia,Data Breach,Peer Influence,2011,1369
664,United States,Data Breach,Unemployment,2005,2645
670,Russia,Data Breach,Financial Gain,2009,4646
681,United Kingdom,Data Breach,Peer Influence,2019,261
688,United Kingdom,Data Breach,Financial Gain,2008,4388
689,China,Data Breach,Organized Crime,2020,3286
691,Nigeria,Data Breach,Peer Influence,2018,3043
692,India,Data Breach,Challenge,2011,3173
693,Nigeria,Data Breach,Espionage,2009,2906
700,South Africa,Data Breach,Revenge,2015,4580
710,United Kingdom,Data Breach,Challenge,2001,1482
716,South Africa,Data Breach,Revenge,2011,4163
722,Nigeria,Data Breach,Financial Gain,2023,1394
727,South Africa,Data Breach,Organized Crime,2017,3268
732,Nigeria,Data Breach,Challenge,2009,4730
734,Canada,Data Breach,Unemployment,2005,1664
770,Australia,Data Breach,Political Motive,2000,697
777,Australia,Data Breach,Unemployment,2013,2411
789,China,Data Breach,Political Motive,2000,1893
792,Canada,Data Breach,Organized Crime,2015,4249
793,South Africa,Data Breach,Espionage,2017,3232
797,Brazil,Data Breach,Espionage,2005,3553
800,United States,Data Breach,Financial Gain,2023,497
804,South Africa,Data Breach,Financial Gain,2006,3340
806,South Africa,Data Breach,Unemployment,2016,4976
811,Russia,Data Breach,Organized Crime,2019,945
824,United States,Data Breach,Financial Gain,2014,3199
850,India,Data Breach,Peer Influence,2009,2468
864,China,Data Breach,Unemployment,2013,3839
866,Russia,Data Breach,Espionage,2023,791
871,Russia,Data Breach,Organized Crime,2021,2374
883,Russia,Data Breach,Organized Crime,2013,2617
888,Russia,Data Breach,Unemployment,2004,1497
896,South Africa,Data Breach,Espionage,2007,1086
902,India,Data Breach,Political Motive,2016,4198
927,Nigeria,Data Breach,Financial Gain,2019,990
942,South Africa,Data Breach,Political Motive,2010,3174
950,Canada,Data Breach,Challenge,2009,3069
979,United Kingdom,Data Breach,Peer Influence,2005,2848
997,Brazil,Data Breach,Challenge,2012,2643
1012,Brazil,Data Breach,Financial Gain,2013,4933
1015,Nigeria,Data Breach,Challenge,2002,2662
1016,Russia,Data Breach,Revenge,2001,1871
1041,United States,Data Breach,Challenge,2000,4948
1066,Brazil,Data Breach,Peer Influence,2000,1601
1075,Canada,Data Breach,Challenge,2016,2928
1085,India,Data Breach,Espionage,2003,1918
1092,South Africa,Data Breach,Espionage,2023,1097
1097,United Kingdom,Data Breach,Revenge,2022,2992
1106,United States,Data Breach,Organized Crime,2019,1789
1115,India,Data Breach,Espionage,2013,3646
1121,Canada,Data Breach,Financial Gain,2018,1396
1122,Germany,Data Breach,Unemployment,2021,2665
1131,Australia,Data Breach,Financial Gain,2022,1636
1132,China,Data Breach,Unemployment,2020,3008
1138,United States,Data Breach,Financial Gain,2008,2736
1149,Brazil,Data Breach,Challenge,2011,1379
1180,India,Data Breach,Peer Influence,2012,130
1186,Germany,Data Breach,Peer Influence,2010,1685
1194,United States,Data Breach,Political Motive,2004,488
1202,United Kingdom,Data Breach,Financial Gain,2003,988
1205,Germany,Data Breach,Revenge,2014,4973
1223,Canada,Data Breach,Unemployment,2015,1847
1248,Brazil,Data Breach,Financial Gain,2010,3073
1249,Germany,Data Breach,Peer Influence,2007,2760
1255,Australia,Data Breach,Organized Crime,2001,4099
1277,South Africa,Data Breach,Espionage,2010,859
1288,Germany,Data Breach,Espionage,2007,4303
1293,Australia,Data Breach,Challenge,2022,59
1307,Nigeria,Data Breach,Espionage,2010,4792
1328,Australia,Data Breach,Unemployment,2012,2277
1371,Australia,Data Breach,Revenge,2002,4866
1378,United States,Data Breach,Revenge,2003,1954
1409,United Kingdom,Data Breach,Political Motive,2015,1453
1410,Germany,Data Breach,Peer Influence,2016,768
1427,Canada,Data Breach,Political Motive,2005,3883
1436,South Africa,Data Breach,Revenge,2020,2195
1461,Brazil,Data Breach,Organized Crime,2022,3689
1463,Brazil,Data Breach,Organized Crime,2014,3993
1467,Australia,Data Breach,Espionage,2014,3511
1494,Brazil,Data Breach,Challenge,2014,3103
1513,Brazil,Data Breach,Espionage,2021,4921
1514,United States,Data Breach,Challenge,2017,1032
1531,Brazil,Data Breach,Peer Influence,2019,1965
1537,Russia,Data Breach,Challenge,2018,4297
1540,United Kingdom,Data Breach,Espionage,2007,194
1547,Russia,Data Breach,Organized Crime,2011,1119
1551,South Africa,Data Breach,Peer Influence,2020,4953
1559,Germany,Data Breach,Unemployment,2012,2017
1561,Germany,Data Breach,Peer Influence,2009,4583
1567,India,Data Breach,Organized Crime,2002,1401
1569,United States,Data Breach,Revenge,2011,4023
1582,Nigeria,Data Breach,Political Motive,2008,3145
1591,India,Data Breach,Revenge,2001,3845
1604,South Africa,Data Breach,Financial Gain,2012,3626
1610,Canada,Data Breach,Peer Influence,2016,4301
1618,Germany,Data Breach,Financial Gain,2007,3357
1619,Nigeria,Data Breach,Unemployment,2012,2706
1626,Germany,Data Breach,Peer Influence,2002,836
1634,India,Data Breach,Revenge,2008,3074
1636,Brazil,Data Breach,Challenge,2016,3767
1640,South Africa,Data Breach,Organized Crime,2004,1439
1643,Nigeria,Data Breach,Unemployment,2018,2818
1648,Canada,Data Breach,Unemployment,2012,3273
1652,India,Data Breach,Financial Gain,2012,965
1669,Nigeria,Data Breach,Organized Crime,2012,1043
1674,Nigeria,Data Breach,Unemployment,2014,624
1682,Australia,Data Breach,Financial Gain,2009,4404
1699,United States,Data Breach,Organized Crime,2006,299
1703,Nigeria,Data Breach,Unemployment,2022,763
1704,Australia,Data Breach,Revenge,2022,3513
1714,Canada,Data Breach,Political Motive,2019,1911
1723,South Africa,Data Breach,Organized Crime,2009,4008
1729,Russia,Data Breach,Espionage,2008,1816
1732,China,Data Breach,Organized Crime,2007,2363
1744,United States,Data Breach,Political Motive,2005,3650
1784,Germany,Data Breach,Espionage,2003,2917
1788,China,Data Breach,Financial Gain,2010,4711
1800,Brazil,Data Breach,Unemployment,2006,4888
1844,Brazil,Data Breach,Espionage,2004,1629
1851,Russia,Data Breach,Espionage,2007,4207
1882,Nigeria,Data Breach,Challenge,2001,755
